age,income,existing_debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income,loan_to_income,default_risk
34,55380.48,13920.05,41691.08,12,1,7,31,0.251,0.753,0
51,54872.74,8970.35,23594.39,11,2,9,0,0.163,0.43,0
38,77735.16,18179.08,13084.86,26,2,11,12,0.234,0.168,0
27,30072.17,21494.3,31680.39,0,1,12,16,0.715,1.053,1
30,44402.54,20817.79,27486.75,27,1,9,11,0.469,0.619,0
27,27657.17,10898.74,1000.0,21,1,7,6,0.394,0.036,0
53,29758.1,17844.76,7586.34,28,1,11,2,0.6,0.255,0
43,57531.48,25351.29,18614.96,18,3,8,25,0.441,0.324,0
41,66197.16,19455.65,1000.0,18,1,10,30,0.294,0.015,0
39,37012.17,33589.78,45086.36,5,2,3,35,0.908,1.218,1
39,65441.9,24821.79,29866.79,12,0,1,25,0.379,0.456,0
56,72231.57,32184.07,19840.01,18,1,7,2,0.446,0.275,0
49,88694.12,0.0,15887.52,12,2,8,27,0.0,0.179,0
38,51394.94,15966.76,12804.04,26,0,2,16,0.311,0.249,0
22,37204.71,11760.67,1000.0,25,3,9,37,0.316,0.027,0
21,29950.56,13750.2,1000.0,21,3,4,29,0.459,0.033,0
25,27964.14,6950.41,42813.45,20,0,10,1,0.249,1.531,1
40,74995.61,18961.99,38883.2,3,4,11,7,0.253,0.518,1
31,19698.09,0.0,13090.67,23,1,9,13,0.0,0.665,0
62,74354.97,19034.37,30895.99,1,1,13,36,0.256,0.416,0
22,32631.18,7282.89,26077.05,14,2,3,34,0.223,0.799,0
23,36295.88,9996.14,27491.46,11,1,8,38,0.275,0.757,0
43,46968.89,19385.02,2897.87,29,1,11,10,0.413,0.062,0
32,35926.91,15787.78,1000.0,26,3,2,14,0.439,0.028,0
40,68639.6,25539.21,34191.13,6,0,14,1,0.372,0.498,0
25,86266.88,5304.96,1000.0,19,3,3,36,0.061,0.012,0
57,36851.36,14192.94,18221.68,17,1,1,31,0.385,0.494,0
58,41355.24,23887.73,15587.57,22,0,5,39,0.578,0.377,0
50,46733.58,18612.0,14478.19,12,0,4,12,0.398,0.31,0
29,60821.14,19255.94,23773.41,16,2,13,16,0.317,0.391,1
54,46930.31,26080.43,11868.89,3,2,1,14,0.556,0.253,1
64,77745.15,10937.58,24748.83,24,1,10,32,0.141,0.318,0
55,72932.48,8831.69,21693.86,13,3,9,15,0.121,0.297,0
42,26290.75,20759.04,45184.79,19,0,6,12,0.79,1.719,1
64,60419.36,13505.69,3375.09,27,2,6,21,0.224,0.056,0
44,80406.78,26222.04,20351.23,12,3,14,22,0.326,0.253,0
37,40104.38,18697.73,25176.14,2,2,11,35,0.466,0.628,1
30,44114.7,8766.49,16923.17,25,1,2,9,0.199,0.384,0
50,39439.26,18383.84,3955.1,25,1,14,16,0.466,0.1,0
43,39858.49,5973.0,35085.23,17,3,7,29,0.15,0.88,1
52,16630.97,24469.28,24043.21,13,1,12,12,1.471,1.446,1
37,23433.7,1028.48,4797.24,14,2,12,29,0.044,0.205,0
37,51549.47,27220.65,25264.02,2,1,9,29,0.528,0.49,0
34,80271.96,18208.77,40418.79,0,1,6,6,0.227,0.504,0
29,37732.78,13354.39,19564.21,25,2,11,9,0.354,0.518,0
60,37144.85,22633.34,19973.45,23,2,8,34,0.609,0.538,0
22,84030.42,20113.27,38816.06,16,0,12,1,0.239,0.462,0
45,27834.85,28303.82,8355.39,2,1,5,29,1.017,0.3,1
59,16775.14,28210.62,40730.62,13,1,2,18,1.682,2.428,1
29,33429.69,18522.9,31674.93,2,0,13,38,0.554,0.948,1
42,36744.31,6282.29,8909.37,12,2,4,36,0.171,0.242,0
63,15050.94,9584.91,11980.77,14,0,12,2,0.637,0.796,1
24,47439.17,14283.53,13702.25,17,2,1,24,0.301,0.289,0
46,68968.93,25817.22,1000.0,13,1,1,33,0.374,0.014,0
49,24280.9,10436.14,23125.66,20,0,6,21,0.43,0.952,1
54,51751.56,11270.59,9452.64,25,3,2,37,0.218,0.183,0
43,57918.71,33483.51,23558.62,2,0,6,13,0.578,0.407,0
57,48332.31,13957.01,4508.68,18,1,1,38,0.289,0.093,0
31,53713.85,8652.68,31076.16,7,1,11,1,0.161,0.579,0
26,53946.55,22766.46,28851.51,3,1,10,31,0.422,0.535,0
38,33745.44,14438.66,11529.45,3,2,3,2,0.428,0.342,1
41,79971.65,1104.01,24315.79,18,0,14,7,0.014,0.304,0
62,74955.14,25409.14,20995.05,10,1,9,25,0.339,0.28,0
56,73798.23,7529.61,37787.59,0,2,2,31,0.102,0.512,0
61,70273.51,15435.86,7610.25,7,3,8,10,0.22,0.108,0
58,18500.41,14318.61,18172.42,14,0,6,0,0.774,0.982,1
54,68521.25,17301.01,12311.8,0,1,12,14,0.252,0.18,0
37,63112.03,0.0,20537.82,6,1,6,3,0.0,0.325,0
57,19269.53,11649.01,26399.28,20,1,7,3,0.605,1.37,1
45,45701.79,26248.37,12178.31,19,1,5,27,0.574,0.266,0
58,55535.87,27654.46,15630.73,19,2,12,9,0.498,0.281,0
32,83286.34,5087.1,31592.49,23,3,11,10,0.061,0.379,0
43,64494.48,24205.98,36287.9,10,1,4,22,0.375,0.563,0
62,32708.69,7385.7,25922.19,26,0,6,2,0.226,0.793,1
42,83907.77,11254.68,18344.44,28,1,8,38,0.134,0.219,0
41,50875.6,11780.16,17202.84,13,0,4,38,0.232,0.338,0
47,44883.18,16088.04,26577.52,21,1,5,16,0.358,0.592,0
51,43457.64,25013.66,22733.2,15,1,7,21,0.576,0.523,0
26,17528.9,17645.85,1000.0,13,3,6,26,1.007,0.057,1
47,47804.61,13738.68,26868.62,11,1,13,15,0.287,0.562,0
60,59949.71,24673.11,9673.16,16,3,4,15,0.412,0.161,0
54,42292.33,6973.39,2996.76,13,0,13,39,0.165,0.071,0
32,58409.05,14227.83,1000.0,9,1,4,2,0.244,0.017,0
27,32712.18,24957.81,17406.75,23,1,10,32,0.763,0.532,1
30,47181.44,20293.06,7801.71,28,3,4,1,0.43,0.165,0
37,56330.81,10336.96,1000.0,13,0,1,38,0.184,0.018,0
46,53793.22,0.0,15698.53,17,2,5,26,0.0,0.292,0
41,17890.7,18108.58,14113.15,21,3,8,14,1.012,0.789,1
48,41219.88,0.0,18201.19,8,3,7,6,0.0,0.442,0
22,83549.26,12874.99,12453.22,16,1,5,8,0.154,0.149,0
63,40151.08,26789.48,41951.96,5,3,3,5,0.667,1.045,1
21,50316.15,20967.59,26208.05,7,1,11,11,0.417,0.521,1
56,48264.88,0.0,14004.64,25,0,1,29,0.0,0.29,0
46,81364.8,17004.52,19236.48,12,1,13,19,0.209,0.236,0
49,75807.36,11808.3,36975.71,17,0,7,19,0.156,0.488,0
41,66150.62,2262.83,31479.47,4,2,13,26,0.034,0.476,0
31,30535.15,18350.21,3245.46,5,1,11,19,0.601,0.106,1
60,57183.66,10082.62,8308.51,20,1,3,6,0.176,0.145,0
31,61358.83,10144.66,10617.84,18,2,4,39,0.165,0.173,0
56,36027.9,16240.45,14723.6,3,1,14,39,0.451,0.409,1
59,32589.66,8741.15,12854.92,6,2,5,29,0.268,0.394,0
60,84100.28,15957.36,20408.11,3,1,13,7,0.19,0.243,0
55,43983.93,9066.75,28828.66,24,3,12,1,0.206,0.655,0
54,82299.54,9615.39,30831.92,10,1,8,13,0.117,0.375,0
44,69941.88,24929.3,16078.43,11,0,13,9,0.356,0.23,0
42,58157.54,25946.72,1000.0,13,4,7,17,0.446,0.017,0
25,59050.63,0.0,7515.08,12,1,9,17,0.0,0.127,0
53,21991.61,22470.73,13762.7,28,0,11,15,1.022,0.626,1
56,54135.5,28985.91,5059.59,9,4,3,4,0.535,0.093,1
40,78340.41,30573.77,33690.31,17,0,14,30,0.39,0.43,0
39,63626.79,20203.8,5845.51,15,2,11,36,0.318,0.092,0
55,53086.73,4426.02,27404.76,4,2,10,19,0.083,0.516,0
63,84238.74,21299.81,1000.0,7,0,1,22,0.253,0.012,0
37,46299.19,6307.48,27886.41,13,1,1,31,0.136,0.602,0
63,37608.89,11570.35,18328.78,4,2,12,16,0.308,0.487,1
54,53076.64,18830.82,38150.37,25,1,10,12,0.355,0.719,0
29,65329.35,6952.41,6421.25,27,1,13,12,0.106,0.098,0
46,15644.12,3536.0,13230.62,23,3,14,16,0.226,0.846,1
22,55697.37,19657.73,15554.81,7,2,1,14,0.353,0.279,0
29,66206.9,33672.24,18170.0,24,3,2,25,0.509,0.274,0
29,44607.17,27432.34,15848.23,25,1,2,27,0.615,0.355,0
60,72139.3,22071.86,16079.86,5,3,7,29,0.306,0.223,0
37,62823.73,24791.85,15883.25,15,1,9,34,0.395,0.253,0
21,92827.66,21377.19,1000.0,27,1,8,21,0.23,0.011,0
45,34987.94,19499.0,31920.01,3,5,4,9,0.557,0.912,1
63,66614.2,23986.18,54333.64,11,2,2,10,0.36,0.816,1
60,29653.52,1316.37,23579.25,10,3,3,37,0.044,0.795,0
62,17692.67,16994.85,6370.99,2,2,10,32,0.961,0.36,1
45,10000.0,14190.52,7585.54,11,2,5,5,1.419,0.759,1
59,60766.48,15789.03,27358.09,29,4,9,36,0.26,0.45,0
55,53684.96,10386.28,24625.63,4,4,8,6,0.193,0.459,0
23,40418.98,20204.88,16588.52,5,0,13,11,0.5,0.41,1
57,14529.91,6820.72,29040.85,18,3,12,6,0.469,1.999,1
64,36192.27,9661.45,1000.0,17,1,14,1,0.267,0.028,0
64,50081.86,8461.2,29048.75,15,1,3,0,0.169,0.58,0
50,65863.39,23639.47,22853.13,22,2,9,22,0.359,0.347,0
58,49669.28,14882.76,8048.62,10,0,10,24,0.3,0.162,0
54,55041.21,10391.68,2800.11,4,0,3,17,0.189,0.051,0
32,42477.35,11265.7,21455.93,8,2,10,6,0.265,0.505,1
39,84984.48,15038.81,36886.86,2,2,12,2,0.177,0.434,0
57,29635.01,31221.75,17262.88,29,0,14,28,1.054,0.583,1
64,36015.24,2634.8,9767.78,7,1,8,9,0.073,0.271,0
37,40152.84,21755.1,22295.46,5,2,1,4,0.542,0.555,1
30,60854.09,19718.62,41850.46,3,1,4,33,0.324,0.688,0
32,29222.8,6170.35,25175.6,11,1,4,7,0.211,0.862,1
36,52714.37,29668.73,26472.82,11,3,6,13,0.563,0.502,1
44,53298.2,20392.8,34673.58,24,2,12,39,0.383,0.651,0
39,36112.84,9922.67,25670.69,20,1,12,5,0.275,0.711,1
28,56599.59,0.0,10628.36,15,1,2,0,0.0,0.188,0
51,29843.72,17291.47,1000.0,9,2,7,32,0.579,0.034,1
41,27658.52,14552.54,8940.16,21,1,5,39,0.526,0.323,0
37,51992.12,4692.87,6743.28,13,0,10,10,0.09,0.13,0
43,16804.89,4563.86,27911.7,12,0,6,23,0.272,1.661,1
57,10000.0,23685.1,29580.18,8,2,11,9,2.369,2.958,1
36,60656.67,0.0,22106.86,6,0,14,22,0.0,0.364,0
26,70979.4,18142.83,4775.7,11,1,6,15,0.256,0.067,0
28,40663.94,13125.63,41439.16,4,1,14,36,0.323,1.019,1
45,36638.59,19971.55,15005.48,17,2,14,15,0.545,0.41,1
38,70110.7,12056.95,27241.77,3,1,12,30,0.172,0.389,0
45,27089.24,17932.75,20591.9,1,0,14,5,0.662,0.76,1
32,22732.55,7572.25,22503.96,2,2,11,29,0.333,0.99,1
35,64152.73,14507.95,26818.21,25,1,6,36,0.226,0.418,0
46,50180.76,19890.84,11647.76,11,3,10,0,0.396,0.232,1
61,71297.53,16508.72,35664.83,2,0,12,24,0.232,0.5,0
46,10000.0,18803.07,1045.93,3,1,8,20,1.88,0.105,1
52,21986.52,5720.79,7537.32,5,2,10,34,0.26,0.343,0
30,50286.64,9093.25,35509.15,11,3,4,37,0.181,0.706,0
36,58353.47,9266.6,27080.06,18,4,10,4,0.159,0.464,0
27,66939.94,12235.1,50484.69,9,1,8,11,0.183,0.754,0
37,53496.36,28585.83,20820.21,29,0,9,4,0.534,0.389,0
43,53293.1,11458.21,40405.15,0,3,13,8,0.215,0.758,1
46,42211.97,3564.41,1000.0,16,1,13,8,0.084,0.024,0
41,81818.1,20416.46,3037.82,15,0,4,34,0.25,0.037,0
42,27939.53,28466.43,30746.31,8,1,1,0,1.019,1.1,1
27,57180.4,2387.88,1000.0,24,0,3,9,0.042,0.017,0
34,30243.82,34728.11,17631.59,20,0,1,38,1.148,0.583,1
35,60695.57,19151.77,34006.51,8,1,7,35,0.316,0.56,0
27,29259.65,25338.91,26014.06,26,3,12,36,0.866,0.889,1
29,64876.31,29670.72,20133.14,22,5,1,34,0.457,0.31,0
28,52242.1,24726.18,14610.71,8,1,11,16,0.473,0.28,1
43,84892.78,13894.64,22426.71,11,2,4,12,0.164,0.264,0
49,44379.61,27176.98,26926.98,22,0,13,5,0.612,0.607,0
38,58499.32,17546.0,12069.27,8,2,14,36,0.3,0.206,0
51,34406.87,25904.85,24460.83,14,2,1,31,0.753,0.711,1
50,44242.14,26998.75,32941.17,1,1,13,10,0.61,0.745,1
59,52114.99,4091.03,17330.26,10,1,13,16,0.079,0.333,0
55,19455.6,22943.01,20817.47,10,4,2,4,1.179,1.07,1
38,21647.52,13181.08,25805.35,7,3,11,5,0.609,1.192,1
62,61997.19,16381.91,26616.01,22,3,14,9,0.264,0.429,0
59,47078.26,16270.93,30541.44,5,0,1,32,0.346,0.649,0
37,38141.47,15869.7,7827.5,20,2,13,29,0.416,0.205,0
34,35260.28,30235.25,13652.93,19,2,5,20,0.857,0.387,1
51,36030.22,1335.52,14097.46,6,1,7,16,0.037,0.391,0
44,52251.01,0.0,9153.05,2,2,3,26,0.0,0.175,0
55,58900.72,0.0,1000.0,7,2,14,2,0.0,0.017,0
64,10000.0,25691.44,1000.0,17,2,8,28,2.569,0.1,1
54,78256.68,7265.63,34345.43,16,3,14,1,0.093,0.439,0
23,76834.02,16321.86,1353.28,10,4,5,28,0.212,0.018,0
57,10000.0,13852.83,38798.11,1,3,5,35,1.385,3.88,1
63,71718.53,6136.25,28872.91,24,1,13,33,0.086,0.403,0
60,71104.38,23514.77,15131.74,20,0,5,36,0.331,0.213,0
46,50008.91,13725.37,27397.07,26,3,8,0,0.274,0.548,0
43,24056.63,12622.65,25101.6,23,0,2,25,0.525,1.043,1
64,70304.56,17328.71,6778.71,18,0,2,0,0.246,0.096,0
59,45175.38,22207.72,19820.27,6,2,14,3,0.492,0.439,1
35,60977.58,5410.24,8241.93,17,0,12,38,0.089,0.135,0
24,94384.03,23729.18,27849.54,7,2,8,13,0.251,0.295,0
49,55036.74,29498.54,11417.35,13,1,9,17,0.536,0.207,0
42,31662.31,738.78,18840.45,6,3,11,33,0.023,0.595,0
45,43285.38,17782.99,18322.41,27,2,12,0,0.411,0.423,1
33,34211.09,11950.78,21458.95,20,6,10,21,0.349,0.627,1
38,58669.79,21992.31,39950.66,27,1,10,15,0.375,0.681,0
53,33878.65,2833.41,17108.47,26,0,2,21,0.084,0.505,0
36,40542.97,31289.38,34615.13,3,5,4,15,0.772,0.854,1
62,24311.39,0.0,25759.96,16,0,8,27,0.0,1.06,0
64,47358.26,12557.19,37020.83,4,2,2,27,0.265,0.782,1
22,53535.1,19342.96,15938.77,11,0,4,21,0.361,0.298,0
55,10000.0,8136.63,28353.63,8,4,10,5,0.814,2.835,1
62,55191.47,6565.98,19288.78,25,1,13,24,0.119,0.349,0
54,49086.0,17222.36,1000.0,19,1,13,1,0.351,0.02,0
50,34700.16,15777.6,6921.88,12,2,1,6,0.455,0.199,0
33,90572.58,15059.38,26988.52,24,0,2,16,0.166,0.298,0
33,69169.53,23586.89,26195.18,27,1,7,34,0.341,0.379,0
38,28071.95,11055.27,4460.27,17,3,1,19,0.394,0.159,0
52,66764.74,18195.93,22644.41,19,2,12,1,0.273,0.339,0
52,74889.96,9933.97,26039.12,8,2,1,6,0.133,0.348,0
55,52640.42,6506.71,19584.01,3,1,2,31,0.124,0.372,0
59,57228.84,12152.41,28745.82,20,1,4,18,0.212,0.502,0
49,56766.93,10012.35,27110.66,26,0,7,11,0.176,0.478,0
49,10000.0,10511.96,19578.28,7,0,4,8,1.051,1.958,1
64,46262.61,26653.27,13870.1,0,0,5,26,0.576,0.3,0
36,45221.74,12458.97,32510.5,16,2,4,13,0.276,0.719,0
64,78603.11,8370.93,25557.95,24,0,4,1,0.106,0.325,0
30,56674.56,15280.79,3422.81,8,7,9,20,0.27,0.06,0
50,44047.78,16042.28,22650.77,19,1,6,3,0.364,0.514,0
45,48197.51,3131.19,6187.7,12,3,12,20,0.065,0.128,0
59,70467.71,12015.94,8425.18,1,1,3,21,0.171,0.12,0
40,46308.31,11613.16,12177.08,12,1,6,1,0.251,0.263,0
25,36036.09,13278.56,20538.48,8,0,13,16,0.368,0.57,1
21,44485.96,22255.28,24493.83,29,2,7,18,0.5,0.551,0
50,68813.92,16366.72,15092.7,19,1,7,39,0.238,0.219,0
23,59923.3,27279.37,15617.81,5,3,8,23,0.455,0.261,0
34,50885.36,14883.4,13961.08,27,2,13,19,0.292,0.274,0
50,53830.79,32760.87,32570.16,0,1,4,37,0.609,0.605,1
24,38805.15,10392.25,1000.0,27,2,1,11,0.268,0.026,0
38,46121.01,7304.38,16295.87,24,1,6,24,0.158,0.353,0
57,36733.91,20473.03,38539.82,4,4,8,22,0.557,1.049,1
45,44104.41,28640.82,26206.76,2,2,5,33,0.649,0.594,1
21,76923.57,1211.97,35202.17,3,1,13,31,0.016,0.458,0
35,28442.56,13030.09,1000.0,0,0,3,23,0.458,0.035,0
29,36225.65,8892.18,5093.01,13,2,4,24,0.245,0.141,0
35,24914.02,16428.51,26168.58,8,0,8,2,0.659,1.05,1
44,20581.82,15100.18,38607.57,29,2,6,24,0.734,1.876,1
24,46264.56,28453.81,6305.17,23,1,13,27,0.615,0.136,0
32,37647.82,13915.95,15346.86,3,0,13,11,0.37,0.408,0
57,85233.78,28747.84,24817.57,17,2,5,25,0.337,0.291,0
57,44343.07,11849.0,2570.02,13,2,13,7,0.267,0.058,0
63,75787.94,24264.82,26260.3,24,0,9,4,0.32,0.346,0
26,69360.13,17286.63,1000.0,3,0,10,10,0.249,0.014,0
59,45820.92,32298.85,25906.87,24,1,3,34,0.705,0.565,0
44,92202.71,229.85,8058.98,9,1,7,26,0.002,0.087,0
31,55370.68,3361.42,14628.83,2,3,9,37,0.061,0.264,0
33,80260.19,33316.22,27822.61,22,2,11,18,0.415,0.347,0
54,77931.94,7667.35,25367.03,6,2,13,31,0.098,0.326,0
45,58292.96,8301.97,19904.23,9,1,11,27,0.142,0.341,0
27,65022.62,6242.76,31628.49,12,2,12,35,0.096,0.486,0
24,62481.43,26484.46,1000.0,3,0,4,17,0.424,0.016,0
28,27114.77,2465.42,22452.97,17,1,10,9,0.091,0.828,0
40,51145.81,15224.5,10517.96,10,0,10,31,0.298,0.206,0
49,71484.94,12343.78,31016.38,24,4,3,17,0.173,0.434,0
30,80523.73,25365.16,28244.8,3,1,1,11,0.315,0.351,0
63,35587.21,9363.17,28680.18,23,2,9,7,0.263,0.806,1
54,60576.63,19152.73,39744.58,13,2,13,32,0.316,0.656,0
46,53017.4,3287.84,33516.17,17,2,1,37,0.062,0.632,0
61,47642.52,37739.41,18110.94,7,1,2,13,0.792,0.38,1
23,57120.05,12604.08,19984.79,26,0,9,1,0.221,0.35,0
26,54359.95,15087.63,27211.26,9,1,5,8,0.278,0.501,0
25,60828.15,31547.54,21634.1,4,1,4,4,0.519,0.356,0
25,78834.34,9133.27,28462.08,22,1,9,33,0.116,0.361,0
43,65682.55,31673.82,1000.0,6,3,9,18,0.482,0.015,0
29,56211.83,10885.29,42569.64,11,2,2,6,0.194,0.757,1
55,87292.5,21716.98,20732.34,24,3,3,38,0.249,0.238,0
40,72198.59,9273.18,1000.0,2,1,12,16,0.128,0.014,0
62,48152.03,1439.64,9034.48,25,1,3,25,0.03,0.188,0
55,25657.59,19145.94,1000.0,3,3,5,26,0.746,0.039,1
38,30243.39,21399.03,6917.18,9,0,13,27,0.708,0.229,1
37,68664.65,1841.14,18293.02,3,2,3,19,0.027,0.266,0
44,37393.75,11929.42,38176.58,14,1,10,5,0.319,1.021,1
23,29838.89,27007.59,24928.1,28,1,6,7,0.905,0.835,1
52,34838.29,21001.19,22794.33,9,2,2,31,0.603,0.654,1
55,36252.31,11047.85,6378.75,20,2,6,18,0.305,0.176,0
58,67012.95,9024.74,10106.18,29,0,6,31,0.135,0.151,0
33,46865.16,34482.44,11036.87,21,0,2,18,0.736,0.236,0
45,22552.51,530.68,11526.46,15,3,6,23,0.024,0.511,0
29,50620.9,14408.01,15781.56,14,1,6,23,0.285,0.312,0
24,54445.32,353.03,16687.87,18,0,6,16,0.006,0.307,0
34,40413.26,28148.15,15931.06,28,1,12,17,0.697,0.394,0
57,73117.7,14928.76,11944.11,19,0,13,11,0.204,0.163,0
54,41581.22,16781.74,21620.64,18,1,14,22,0.404,0.52,0
31,72166.75,42688.92,16227.02,17,3,5,17,0.592,0.225,0
61,61935.66,9065.27,1000.0,25,1,7,15,0.146,0.016,0
23,68532.11,32485.76,20412.58,11,0,13,15,0.474,0.298,0
48,28028.98,11092.68,18598.83,24,1,12,35,0.396,0.664,1
49,51966.2,12664.88,1044.47,15,0,5,22,0.244,0.02,0
29,48943.44,41381.75,12904.38,0,3,11,21,0.846,0.264,1
23,21559.87,13389.1,27164.87,15,2,1,38,0.621,1.26,1
45,72101.21,1256.29,6362.6,1,0,12,32,0.017,0.088,0
54,33651.98,17819.19,5093.85,23,3,9,23,0.53,0.151,0
32,37808.64,13272.63,16101.4,14,2,3,19,0.351,0.426,0
62,29733.68,18670.96,27475.19,6,0,2,32,0.628,0.924,1
29,64023.73,13664.02,41723.93,27,1,10,30,0.213,0.652,0
35,19481.41,37155.45,27907.22,0,5,6,39,1.907,1.433,1
60,62357.5,20567.36,33017.93,4,1,8,7,0.33,0.529,0
45,70890.28,4250.35,24160.37,9,0,2,9,0.06,0.341,0
25,60743.57,16245.47,11778.61,21,1,4,0,0.267,0.194,0
31,64252.57,7003.7,27820.53,20,1,2,20,0.109,0.433,0
54,65190.93,12522.86,18972.7,3,2,12,24,0.192,0.291,0
44,31011.51,5895.59,24524.41,13,1,12,31,0.19,0.791,0
35,78694.7,36071.19,8647.64,12,2,9,9,0.458,0.11,0
58,40798.47,8086.15,25597.35,0,1,10,8,0.198,0.627,1
28,48672.25,21875.64,18553.9,15,3,13,19,0.449,0.381,1
25,43347.25,11765.21,22775.09,22,0,2,19,0.271,0.525,0
46,59830.84,3415.87,18979.12,8,1,10,39,0.057,0.317,0
38,39239.26,16976.49,16673.56,21,0,2,6,0.433,0.425,0
26,51338.31,19006.92,25816.29,15,1,14,10,0.37,0.503,0
57,25293.12,20586.27,15126.91,18,4,13,20,0.814,0.598,1
33,73293.3,0.0,1000.0,14,1,5,37,0.0,0.014,0
48,63414.82,2651.54,1000.0,25,1,12,18,0.042,0.016,0
25,44154.8,24575.55,22213.0,13,0,5,14,0.557,0.503,0
33,40617.02,5763.93,14633.39,19,3,12,5,0.142,0.36,0
37,62892.56,17029.44,1000.0,9,2,7,9,0.271,0.016,0
60,35854.13,2419.75,21278.42,20,0,1,15,0.067,0.593,0
52,52507.31,22316.01,18873.51,11,2,12,10,0.425,0.359,1
49,73227.98,24312.7,14004.64,27,0,2,34,0.332,0.191,0
23,33774.86,22319.1,22961.71,0,0,11,7,0.661,0.68,1
60,57372.02,25325.57,35781.13,20,2,11,27,0.441,0.624,0
54,56314.51,30639.0,35415.09,16,2,6,2,0.544,0.629,1
60,48053.26,3259.26,21725.18,8,0,2,1,0.068,0.452,0
47,39924.21,7113.28,18983.47,22,2,4,13,0.178,0.475,0
33,74295.94,23975.44,21892.82,18,3,10,28,0.323,0.295,0
53,38048.63,26302.2,23708.08,24,1,6,2,0.691,0.623,1
26,13759.22,8256.57,16780.42,17,1,13,0,0.6,1.22,1
44,62810.67,7561.14,22094.52,27,1,12,14,0.12,0.352,0
39,25973.93,8477.87,1116.45,6,2,7,19,0.326,0.043,1
36,63837.62,0.0,20976.19,8,2,10,21,0.0,0.329,0
60,76698.06,2285.89,25721.76,21,2,5,33,0.03,0.335,0
48,62595.0,2527.07,14121.9,25,2,8,32,0.04,0.226,0
53,71428.23,12059.02,18854.33,20,2,6,8,0.169,0.264,0
61,90400.98,17708.37,6661.94,11,2,5,2,0.196,0.074,0
33,69335.21,19334.73,4996.24,6,0,4,1,0.279,0.072,0
63,56611.47,9914.38,22529.78,13,1,6,3,0.175,0.398,0
45,82678.96,10160.13,11245.24,14,3,6,15,0.123,0.136,0
62,85095.51,16236.61,1000.0,14,1,6,32,0.191,0.012,0
56,85375.44,39.85,6658.66,5,3,1,8,0.0,0.078,0
47,40157.13,24594.41,8403.45,20,0,6,39,0.612,0.209,0
58,22919.63,27853.85,29294.97,13,3,1,37,1.215,1.278,1
27,38936.16,8744.19,22149.37,1,3,5,17,0.225,0.569,1
25,64072.83,11015.64,9540.77,7,2,7,15,0.172,0.149,0
63,53183.18,27433.12,12946.81,12,0,1,7,0.516,0.243,0
51,45870.38,13769.48,35745.01,22,1,13,22,0.3,0.779,0
43,61209.63,20882.45,31233.23,5,1,1,35,0.341,0.51,0
62,20583.9,14076.95,6583.27,4,3,13,2,0.684,0.32,1
30,52823.39,30563.07,33962.31,4,1,13,14,0.579,0.643,1
52,72369.15,19900.8,19032.45,24,2,6,37,0.275,0.263,0
63,60986.31,20476.56,29595.34,0,0,7,32,0.336,0.485,0
50,63836.2,20663.07,18040.3,8,1,6,17,0.324,0.283,0
59,81947.46,9448.86,34229.95,5,1,5,22,0.115,0.418,0
51,48677.13,10367.61,6084.55,19,1,6,2,0.213,0.125,0
38,36938.17,22692.46,16934.59,25,2,13,29,0.614,0.458,0
56,73790.3,16264.13,34597.52,29,1,14,16,0.22,0.469,0
22,73422.41,3223.89,1000.0,6,0,3,31,0.044,0.014,0
34,61165.83,33731.04,19447.26,8,0,9,6,0.551,0.318,1
33,46792.58,24780.72,15277.44,4,0,5,38,0.53,0.326,0
49,50027.59,15376.26,28215.93,13,7,2,13,0.307,0.564,1
32,24464.54,12264.99,32838.96,4,0,14,14,0.501,1.342,1
59,72258.93,16986.76,28763.41,7,3,14,11,0.235,0.398,0
22,71553.03,20175.2,22892.0,6,2,12,7,0.282,0.32,0
52,23766.34,0.0,20486.77,12,2,10,15,0.0,0.862,0
33,67352.64,36123.5,15887.47,12,1,10,33,0.536,0.236,0
47,58082.03,7101.16,22519.67,7,2,7,23,0.122,0.388,0
61,29560.52,14980.94,37515.86,10,1,3,28,0.507,1.269,1
37,25880.0,15348.67,10033.85,27,0,1,15,0.593,0.388,0
60,57469.87,34968.5,15175.02,25,1,3,4,0.608,0.264,0
51,42045.92,14118.76,19093.88,17,2,9,4,0.336,0.454,0
54,86398.98,30885.07,32011.19,24,0,5,29,0.357,0.371,0
44,69051.97,19067.27,22679.63,18,1,7,4,0.276,0.328,0
55,59473.86,5381.15,31801.78,5,3,3,12,0.09,0.535,0
26,60461.58,16347.07,32409.32,21,1,4,34,0.27,0.536,0
39,76617.34,13814.91,27104.44,1,3,1,24,0.18,0.354,0
50,66930.36,4159.3,7232.08,27,1,3,13,0.062,0.108,0
27,59995.33,18577.23,39933.13,12,0,7,25,0.31,0.666,1
30,30394.78,15221.03,36948.57,22,0,4,17,0.501,1.216,1
61,111238.94,20564.22,20762.48,24,2,2,19,0.185,0.187,0
52,27936.34,16933.53,3418.76,27,0,14,33,0.606,0.122,0
54,43749.15,8488.97,1274.02,25,1,5,6,0.194,0.029,0
48,16905.43,22683.34,23051.79,10,2,5,9,1.342,1.364,1
35,60775.96,8756.02,11578.99,0,2,2,14,0.144,0.191,0
50,53022.21,0.0,1000.0,23,1,11,16,0.0,0.019,0
